a b c
1582.8 0.18 0.9905986123396485
1582.8 0.22 0.9932811766158216
1582.8 0.26 0.9945857481117902
1582.8 0.3 0.9958580784331561
1582.8 0.34 0.9971261739900534
1582.8 0.38 0.9982843791097924
1582.8 0.42 0.9991067138375328
1582.8 0.46 0.9994755887903629
1582.8 0.5 0.9993202652974993
1582.8 0.54 0.9986073930734524
1582.8 0.58 0.9973369314395968
1582.8 0.62 0.9955262273720659
1582.8 0.66 0.9932104633561064
1582.8 0.7 0.99045017047952
1582.8 0.74 0.9872689314938984
1582.8 0.78 0.9837316893880605
1582.8 0.82 0.9798683603769068
1582.8 0.86 0.9757438839373963
1582.8 0.9 0.9713666646147796
1582.8 0.94 0.9667990630152851
 
1641.4 0.02 0.019607843137254898
1641.4 0.06 0.36249646440584854
1641.4 0.1 0.9091007262218096
1641.4 0.14 0.9825371782859923
1641.4 0.18 0.9927271428304629
1641.4 0.22 0.9946225295466875
1641.4 0.26 0.9953421414163569
1641.4 0.3 0.9961070811835407
1641.4 0.34 0.9971217807222816
1641.4 0.38 0.9981353936657144
1641.4 0.42 0.9989983521069113
1641.4 0.46 0.9995337398375267
1641.4 0.5 0.999640477747311
1641.4 0.54 0.9992653415085004
1641.4 0.58 0.9983840365346094
1641.4 0.62 0.9969938388616112
1641.4 0.66 0.9951357707042737
1641.4 0.7 0.9928193744883671
1641.4 0.74 0.990102673453788
1641.4 0.78 0.9870023306323256
1641.4 0.82 0.9835847877933623
1641.4 0.86 0.9798755680541439
1641.4 0.9 0.975906882206708
1641.4 0.94 0.9717198729583696
 
1700.0 0.02 0.019607843137254898
1700.0 0.06 0.37625363998198547
1700.0 0.1 0.9174041219632748
1700.0 0.14 0.9852795749482292
1700.0 0.18 0.9944345487919368
1700.0 0.22 0.9958254279799899
1700.0 0.26 0.9960371448976381
1700.0 0.3 0.9964412156711322
1700.0 0.34 0.9971443907405525
1700.0 0.38 0.9980217404500595
1700.0 0.42 0.9988491433231018
1700.0 0.46 0.9994703339870388
1700.0 0.5 0.9997644029987501
1700.0 0.54 0.9996575531565441
1700.0 0.58 0.9991017390451195
1700.0 0.62 0.9980858258002641
1700.0 0.66 0.996621098425691
1700.0 0.7 0.9947239458119114
1700.0 0.74 0.9924161739686193
1700.0 0.78 0.9897443247492097
1700.0 0.82 0.9867381719103625
1700.0 0.86 0.9834289435324252
1700.0 0.9 0.9798521613552692
1700.0 0.94 0.976041894377274
 
